headline,abstract,timebegin,timeend,placename,tags,imageurl,storyurl
Kishore Kumar,"Kishore ""Baba"" Kumar (born Kishore Kumar Ganguly) was one of India's greatest performers of the late 20th century. Although he had no formal training as a singer, Kumar became one of India's best-loved vocalists, actors, and comedians.",1929,"October 13, 1987","Khandwa, Madhya Pradesh, India","Stage & Screen, Bollywood, Soundtracks, Indian Subcontinent Traditions",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3nfixqqgld6e~T1
Lord Shorty,"The rhythms of calypso and the drone-heavy music of East India were combined to create the energetic musical hybrid, soca, by Trinidad-born vocalist Lord Shorty (born Garfield Blackman). During a 1979 interview with Carnival Magazine, Lord Shorty recalled, ""I was trying to find something new because the talk was that calypso was dying, and reggae was the thing....I felt it needed something brand new to hit everybody like a thunderbolt.""",,July 2000,,"Soca, Calypso, Caribbean Traditions",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kifexqw5ld0e~T1
Mahlathini,"Simon Nkabinde Mahlathini (nicknamed ""the Lion of Soweto"") came to international attention via the 1985 sampler The Indestructible Beat of Soweto. He began to tour internationally with female singers the Mahotella Queens, although he has been playing and singing his brand of mbaqanga (Zulu pop music, heavily influenced by traditional singing styles) since the early '60s. Mahlathini started singing on street corners, graduated to men's choral music, and went on to form his own smaller group in the mid-'60s. When he ""went electric"" in the mid-'70s, his new sound caused a sensation, and much controversy. With the Mahotella Queens supplying their dynamic backing vocals and fancy dance routines (think of a South African version of the Supremes) and Mahlathini's primal groaning filling the air, you don't have to understand the language to get the message, although the group has occasionally recorded in English. Another part of Mahlathini's success is the backing supplied by West Nkosi and the Makgona Tsohle Band. ""Makgona Tsohle means 'Jack-of-all-trades',"" Nkosi once said. ""Our mbaqanga is a blend of traditional styles with modern instruments, a music anyone can relate to."" The group delivered its last live performance in 1997; the following year Nkosi was killed in an auto accident, and on June 29, 1999, Mahlathini passed on following a long illness.",1964,1997,,"Pop/Rock, Mbaqanga, South African Pop, Southern African, African Traditions, Afro-Pop",http://image.allmusic.com/00/amg/pic200/drp000/p073/p07369q90t6.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fifrxqw5ldke~T1
Mahotella Queens,"The Queens, often heard in concert and on record with deep-voiced ""groaner"" Simon Mahlathini, represent the South African township style with absolute perfection. Established in 1964 as a session harmony group, they came to prominence in the '70s with their tough vocal style and rock-solid mbaqanga backing band. Some of the original Queens have toured the States with Mahlathini recently, displaying their sprightly dancing and gutsy harmonies to appreciative Western audiences. They are also heard to great effect on the collection album Soweto Never Sleeps - Classic Female Zulu Jive (Shanachie 43041) with other sister groups. ",,,,"Mbaqanga, Southern African, African Traditions, Afro-Pop, Pop/Rock, South African Pop",http://image.allmusic.com/00/amg/pic200/drp200/p298/p29843rnvtd.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gifrxqw5ldke
Miriam Makeba,"Following a three-decade-long exile, Miriam Makeba's return to South Africa was celebrated as though a queen was restoring her monarchy. The response was fitting as Makeba remains the most important female vocalist to emerge out of South Africa. Hailed as the Empress of African Song and Mama Africa, Makeba helped bring African music to a global audience in the '60s. Nearly five decades after her debut with the Manhattan Brothers, she continues to play an important role in the growth of African music. ","March 4, 1932","November 9, 2008","Johannesburg, South Africa","Pop/Rock, Worldbeat, South African Pop, South African Folk, African Traditions, African Folk, Afro-Pop, International Pop, Folk, Political Folk, Southern African",http://image.allmusic.com/00/amg/pic200/drp500/p575/p57573ddeah.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hifrxqw5ldke~T1
Prince Nico Mbarga,"The death of vocalist and guitarist Prince Nico Mbarga, following a motorcycle accident on June 24, 1997, marked the passing of one of Africa's most influential performers. Although he only recorded one significant hit, ""Sweet Mother,"" in 1976, which sold more than 13 million copies, Mbarga played an important role in the evolution of African music. The son of a Nigerian mother and a Cameroonian father, Mbarga embraced the musical traditions of both cultures. With his soulful vocals set to the light melodies of his acoustic guitar, Mbarga created a unique hybrid of Ibo and Zairean guitar playing and uplifting highlife rhythms. Mbarga's musical approach was inspired by the five years he spent in Cameroon during the Nigerian Civil War of the late '60s. Sharpening his instrumental skills while playing xylophone, conga, drums, and electric guitar in school bands, he made his professional debut as a member of a hotel band, the Melody Orchestra, in 1970. Returning to Nigeria two years later, he formed his own group, Rocafil Jazz, to perform regularly at the Naza Hotel in the eastern Nigerian city of Onitsa. After releasing a disappointing single in 1973, Mbarga and Rocafil Jazz had their first success with their second single, ""I No Go Marry My Papa,"" which became a regional hit. The band's inability to break past their local following, however, resulted in their recording contract being dropped by EMI. The label's decision proved ill-fortuned when the band signed with the Onitsa label and recorded ""Sweet Mother."" Sung in Pidgin English, the song became one of the top sellers in the history of Nigerian music. In the six years that Mbarga and Recotal Jazz remained with Onitsa, 1975 to 1981, they recorded nine albums. Temporarily relocating to England in 1982, Mbarga became known for his flamboyant, '70s glam rock-inspired performances. While he continued to appear with Rocafil Jazz, Mbargar also performed with London-based highlife band the Ivory Coasters and Cameroonian vocalist Louisiana Tilda. Despite launching his own Polydor-distributed record label, upon returning to Nigeria, Mbarga and the original members of Rocafil Jazz separated after several Cameroon-born members were deported. Although he later formed the New Rocafil Jazz Band, Mbarga failed to match his early success. Leaving music, he turned his attention to managing the two hotels that he owned, Hotel Calbar and the Sweet Mother Hotel.",1950,,"Abakaliki, Nigeria","Highlife, African Traditions, Soukous, Central African, West African, Nigerian, Afro-Pop",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hiftxqw5ldke~T1
E.T. Mensah,"With the passing of trumpet player, saxophonist, and vocalist Emmanuel Tettey ""E.T."" Mensah on July 19, 1996, at the age of 78, Ghana lost one of its most influential musicians. Respectfully known as ""the father of modern highlife,"" Mensah played a vital role in the evolution of Ghana's music. In the early '90s, Mensah recalled his revamping of highlife, explaining, ""We urgently wanted an indigenous rhythm to replace the fading foreign music of waltz, rhumba, etc. We evolved a music type relying on basic African rhythms, a crisscross African cultural sound."" ",1919,"July 19, 1996","Accra, Ghana","Highlife, West African, African Traditions, Afro-Pop",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0iftxqw5ldke~T1
Mighty Sparrow,"With his ultra-sweet vocals and lyrics that speak of romance and topical politics, Mighty Sparrow (born Slinger Francisco) rose to the upper echelon of Trinidadian calypso. Best known for his hits ""Jean and Dinah"" in 1956 and ""Carnival Boycott"" in 1957, Sparrow is an 11-time winner of the calypso monarchy and an eight-time winner of Trinidad and Tobago's Carnival Road March competition. Born to a poor working-class family in Gran Roi, a small fishing village in Grenada, Sparrow moved to Trinidad at the age of one. Learning to sing in the boy's choir of St. Patrick's Catholic Church, he became the head choirboy. At the age of 14, he formed a steel band to perform at the Carnival, sparking his interest in calypso. Teaching himself to play guitar, Sparrow began to write his own songs. Winning the Carnival competition with ""Jean and Dinah,"" he received a grand prize of 40 dollars. In protest, he wrote a scorching indictment of the Trinidadian music industry, ""Carnival Boycott."" Despite his refusal to compete in the Carnival contests for the next three years, Sparrow became one of the Caribbean's most successful artists.","July 9, 1935",,"Grandroy Bay, Grenada","Reggae, Calypso, Caribbean Traditions, Jazz, Party Soca, Post-Bop,Soca",http://image.allmusic.com/00/amg/pic200/drp200/p288/p28805lpaab.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:difrxqw5ld0e
Carlos Montoya,"A Spanish guitarist and composer, Carlos Montoya made a lasting contribution to music between the 20s and 50s. He introduced the flamenco style of music as a serious form of guitar music. Traditionally flamenco music was used to accompany gypsy folk dancers and singers but Carlos Montoya changed it into a main genre of music.","December 13, 1903","March 3, 1993","Madrid, Spain","Flamenco, International, Western European Traditions",http://image.allmusic.com/00/amg/pic200/drp300/p382/p38299xljrd.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jpfpxqu5ldte~T1
Oliver Mtukudzi,"Gifted with a deep, gutsy voice and a talent for writing songs that reflect on the daily life and struggles of the people of his homeland, Oliver ""Tuku"" Mtukudzi is one of Zimbabwe's greatest artists. His blending of Southern African music traditions, including mbira, mbaqanga, jit, and the traditional drumming styles of the Korekore, has created such a unique sound that it has been respectfully dubbed ""Tuku music."" While Parade referred to Mtukudzi as ""one of the few genuine innovators on the Zimbabwean music scene,"" Prize Beat proclaimed that ""his music has been instrumental in strengthening our freedom, socially, politically, and economically."" Bonnie Raitt, who has recorded several of his songs, explained, ""The juxtaposition of what Mtukudzi sings about and his raw, imploring, vocal reminds me of Otis Redding, Toots Hibbert, and some of my favorite reggae, an odd pairing of agonizing, thorny lyrics over basically lighthearted music."" Mtukudzi released his debut single, ""Stop After Orange,"" in 1975. Two years later, he began performing with the Wagon Wheels, a group who featured Thomas Mapfumo. His tenure with the band was short-lived, however. By 1979, he had left to pursue a solo career. Taking several of the band's musicians with him, he formed a new group, the Black Spirits. Their debut single, ""Dzandimomotera,"" sold enough copies to qualify for gold record status. As a solo artist, Mtukudzi had his first successes shortly after Zimbabwe declared its independence in 1980. His debut solo album, Africa, included two hits: ""Zimbabwe"" and ""Mazongonyedze."" Mtukudzi has consistently balanced his musical career with his passion for film and drama. In addition to appearing in several documentaries on Zimbabwean music, including the BBC-produced Under African Skies and The Soul of the Mbira, he starred in Jit, the first film featuring an all-Zimbabwean cast. He also played a prominent role in, as well as composed and arranged the soundtrack for, Zimbabwe's second film, Neria. His work earned him a M'Net award for Best Soundtrack of 1992. Mtukudzi subsequently wrote and directed the musical production Was My Child (Plight of Street Children). With the accompaniment of the Black Spirits or the 12-piece supergroup Mahube, Mtukuduzi continued to tour and record. In February 1994, they spent six weeks performing in Austria and Switzerland. That December, they shared a double bill with Lucky Dube for a concert in South Africa. In 1997, Mtukudzi performed in Holland, Germany, Zimbabwe, and South Africa with Mahube, who are comprised of South African musicians. An album, Mahube, was released in October 1998. Mtukudzi reached his commercial peak with the album Tuku Music, which spent 11 weeks at the top of the CMJ New World Music charts. The album has been released in Zimbabwe on the Zimbabwe Music Corporation label, in South Africa on the Sheer Sound label, in Europe on the Label Bleu label, in the United Kingdom on the Connoisseur Collection label, and in North America on the Putumayo World Music label. Shortly after the album's release, Mutukudzi toured the United States and Canada, along with Taj Mahal and Toumani Diabate and Baaba Maal, as part of Africa FÍte 1999. A video of Mtukudzi's September 1999 performance in San Francisco was released in February 2000. The album Paivepo reached the top position on Zimbabwe's music charts the first week after its release in November 1999. ","September 22, 1952",,"Highfield, Harare, Zimbabwe","Chimurenga, Southern African, African Traditions, International Folk, Zimbabwean",http://image.allmusic.com/00/amg/pic200/drp300/p363/p36378ymavl.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kcfoxqugldje~T1
Muzsik·s,"The diminutive Marta Sebestyen is a giant of Hungarian music, leading the folk revival field and also experimenting with pop forms. Her strong and expressive voice is often backed by The Muzsikas, a young group who have revived interest in a number of Hungarian ethnic styles with their energetic, traditional performances. Marta also records with other folkloric ensembles such as Vujicsics.",1973,,,"Hungarian Folk, South/ Eastern European Traditions, Central European Traditions, Traditional European Folk, European Folk, Classical",http://image.allmusic.com/00/amg/pic200/drp000/p056/p05641b6ppd.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jifyxqw5ldke
Le MystËre des Voix Bulgares,"The Mysterious Voices of Bulgaria belong to The National Radio And Television Chorus, the premier women's choir popularized worldwide through the efforts of ethnomusicologist Marcel Cellier. His recordings, issued on various import labels before appearing on Nonesuch, made a big splash in western Europe and the US, cultivating vast new audiences for the group's dramatic adaptations of folk singing styles. Their spine-chilling harmonies, punctuated by whoops and quavers, are presented in full choral arrangements and smaller groups ó duos and trios ó with and without instrumental backing. ",,,,"Chants, South/ Eastern European Traditions, Bulgarian Folk, Bulgarian, World Fusion, Jazz",http://image.allmusic.com/00/amg/pic200/drp300/p389/p38951ndkpq.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:djfoxqy5ld6e
Youssou N'Dour,"Some of the most exciting sounds to come out of Africa in the late '80s and 1990s were produced by Senegal-born vocalist Youssou N'Dour. Although rooted in the traditional music of his homeland, N'Dour consistently sought new means of expression. In addition to recording as a soloist, N'Dour collaborated with a lengthy list of influential artists including Paul Simon, Peter Gabriel, Neneh Cherry, and Branford Marsalis. ",1959,,"Dakar, Senegal","Mbalax, Senegalese Music, Afro-Pop, Worldbeat, Desert Blues, West African, African Traditions",http://image.allmusic.com/00/amg/pic200/drp000/p057/p05723h0meu.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0ifuxqugldse~T1
Najma,"Najma (born: Najma Akhtar) has quickly risen to the upper echelon of Indian music. Although born in England, Najma has remained rooted in the pop and film music of her ancestral home. Songs from her 1987 debut album, Qareeb, were featured in Hanif Quereishi's film, Sammy and Rose Gets Laid. Her 1988 album, Ghazals By Najma, featured her interpretations of the traditional Eastern poetic form, while she recorded an album of songs by Indian film composer S. D. Berman, Forbidden Kiss, in 1996.","September 18, 1962",,"Chelmsford, Essex, England","Indian Pop, Indian Subcontinent Traditions, World Fusion, Jazz, Worldbeat, Bollywood, Indian",http://image.allmusic.com/00/amg/pic200/drp100/p187/p18722g9wy9.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:aifyxqw5ldke~T1
OK Jazz Band,"Legendary band formed in 1956 by the equally legendary Franco. The band's initial style was acoustic rumba-influenced material, but they grew into a big band by the '60s and were that decade's most popular, and probably best, band. Towards the '80s, their sound became more disco-influenced, and they toured Europe widely. The band became something of a training ground for the cream of Zairean musicians, with Franco remaining as leader until his rather sudden death in 1989. After a year's mourning, the group embarked on another European tour, carrying on the tradition the band had established for itself over the years quite competently. ",,,,,,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:w9foxq9gldde
Babatunde Olatunji,"Babatunde Olatunji was a virtuoso drummer who became a sensation in the '60s with his albums of traditional Nigerian drumming and chanting. If Olatunji debuted in today's environment, he would be subjected to much tougher scrutiny and evaluation regarding ""authenticity"" than he received in the '60s. His heralded albums, particularly Drums of Passion, weren't quite the innovative event some claimed. They were fine LPs, but also contained a heavy dose of show business and sanitized playing that would be duly noted today, particuarly in the specialist press. Still, his albums reportedly were very influential on John Coltrane. They were among the few international releases to not just make the charts, but remain on them for years. Olatunji didn't make many albums in his prime. From 1964 until 1967 he had four hit LPs. He'd originally come to America in the early '60s to study medicine. Olatunji formed a band of African expatriates mainly as an exercise and way to help each other avoid being homesick. The ensemble scored a hit record and he became a musician. The popularity of Drums Of Passion and More Drums Of Passion predated the '60s black nationalist movement and Afrocentricity of the '80s and '90s. They also had some impact in jazz circles, though they weren't as significant as the Afro-Latin revolution initiated by Mario Bauza, Machito and Chano Pozo. Olatunji resurfaced in the late '80s on the Blue Heron label with The Beat Of My Drum, a release featuring a 17-piece band that included Carlos Santana and Airto Moreira. He subsequently recorded more sessions for Rykodisc, including a digital remix of ""Drums of Passion."" In 1997, He recorded and released Love Drum Talk for the Telarc label. In April of 2003, Babatunde Olatunji passed away after a lengthy struggle with diabetes. ",1927,"April 6, 2003","Ajido, Nigeria","African Folk, Nigerian, World Fusion, Jazz, West African, African Traditions, Afro-Pop, Worldbeat",http://image.allmusic.com/00/amg/pic200/drp200/p283/p28311eqpmz.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:w9fyxqlgld6e~T1
Remmy Ongala,"Some of the most exciting sounds in Africa have been created by Zaire-born and Dar El Salaam-based guitarist and vocalist Remmy Ongala and his seven-piece band, Orchestra Super Matimila. Fusing the melodic drive of Soukous, East African guitar styles, and Tanzanian rhythms, Ongala and the group accomplish their goal of inspiring audiences with their intellectual dance music. While his songs focus on poverty, injustice, death, AIDS, governmental corruption, and romantic passion, Ongala uses his melodic guitar playing and soulful vocals to lead Orchestra Super Matimila through an experience of infectious rhythms. Born in the Kivu region of eastern Zaire, Ongala initially attracted attention as drummer and vocalist for the rumba band Bantu Success. Leaving the group, in 1966, he devoted two years to his family before returning to music as a guitarist. As a sideman, he worked with such Zairian bands as Success Mwachame, Mickey Jazz, and Grand Mike Jazz. Leaving Zaire, in 1968, he accepted a job with Dar El Salaam-based Soukous band, Orchestra Makassy. ",1947,,"Kindu, Zaire","International, Worldbeat, Rumba, Cuban Traditions, Afro-Pop, African Traditions",http://image.allmusic.com/00/amg/pic200/drp200/p261/p26164mhyrk.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kpfixqu5ldae~T1
Osibisa,"The brainchild of Teddy Osei, a Ghanaian sax player, composer, and drummer who came to London to study music, Osibisa was one of the first African bands to win worldwide popularity. Their mix of African (especially highlife) and Caribbean forms made them a sensation in the mid 70s and their popularity continues today, even though recording dates have fallen off. ",1969,,West Indies,"Worldbeat, Highlife, African Traditions, Afro-Pop",http://image.allmusic.com/00/amg/pic200/drp200/p277/p27786iotix.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3ifixqw5ldke
Marika Papagika,"Papagika was perhaps the most important performer to bring Greek music to America. Born at the beginning of the 20th centrury on the Greek island of Kos, she emigrated to America in 1918, where she pursued a sucessful recording career together with her husband, Kostas. ",1890,1940,,"Rembetika, Mediterranean Traditions, Greek",http://image.allmusic.com/00/amg/cov200/drd900/d928/d92823uo05t.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:a9fexqqgldje
Rail Band,"Formed in 1970 and funded by Mali's Ministry of Information, the Rail Band was the top big band in the country for quite a long time. They were (and still are) the house band at the Buffet de La Gare in Bamako, taking traditional instruments and music and tailoring them for a modern, urban pop audience. The band became a training ground for Mali's top musicians, and many future stars passed through its ranks, such as Salif Keita and Mory Kante. It was one of the few big bands to survive the recession of the 1980s, thanks to government aid, an international reputation, and the public's regard for it as a cultural institution. Interest in the band surged after Keita and Kante's international breakthroughs, further ensuring its survival and success. ",,,,"Afro-Pop, African Traditions",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:abfqxqegld6e
Alla Rakha,"With the passing of Ustad Alla Rakha (born: Allarakha Kahn) on February 3, 2000, from a heart attack, India lost one of its most influential musicians. Called the ""Einstein of rhythm"" by Grateful Dead percussionist Mickey Hart, Rakha helped introduce Indian classical music to the western world with his tabla playing. A longtime accompanist of sitarist Ravi Shankar, Rakha is remembered for the highly melodic rhythms that he coaxed from his instrument. Shortly after his death, Indian president K.R. Narayanan announced that ""an uncommon pulsation has been stilled. His wrists, palms, and fingers produced from the tabla percussion of magical quality which maintained the tenor and tempo of India's uniquely assimilative musical culture.""","April 29, 1919",,"Ratangarh, India","Indian Classica, Indian Subcontinent Traditions, Indian, Raga",http://image.allmusic.com/00/amg/pic200/drp300/p349/p34924noouj.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3bfqxqqgld0e~T1
Hossam Ramzy,"Egyptian native Hossam Ramzy is the leader and chief percussionist of Pharaoh's Egyptian Ensemble, best known to Western listeners as the backing group featured on Robert Plant and Jimmy Page's No Quarter tour and album. Ramzy began playing the darabouka (Egyptian tabla) at a young age, much to his father's dismay. He moved to Saudi Arabia as a teenager, learning his craft while supporting himself by playing trap drums for radio and television programs. In 1975, he moved to England to study jazz drumming for a while, and eventually recorded an album called Introduction to Egyptian Dance Rhythms. Peter Gabriel heard the record and invited Ramzy to play on Passion, his soundtrack to The Last Temptation of Christ. Before embarking on the Page/Plant tour, Ramzy also worked with Joan Armatrading, Marc Almond, Electric Light Orchestra, Debbie Harry, and Killing Joke. His Pharaoh's Egyptian Ensemble has also recorded over a dozen albums, on which Ramzy attempts to present Egyptian and Arabic music he hopes Western audiences will be able to understand and appreciate through his arrangements, rhythm choices, mixing touches, and tempos. In 2000, Ramzy released Sabla Tolo: Journeys Into Pure Egyptian Percussion and El Amar. Gypsies of the Nile-Rahhal followed in early 2001.",,,"Cairo, Egypt","Belly Dancing,World Fusion, Jazz, Flamenco, Traditional Middle Eastern Folk, Western European Traditions,Middle Eastern Traditions",http://image.allmusic.com/00/amg/pic200/drp300/p325/p32560eieuy.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:knfoxqy5ldte~T1
N. Ravikiran,"A master of the chitra veena, a fretless, 21-stringed, Indian instrument, N. Ravikiran has consistently extended on the musical traditions of India. The only composer to write in each of the 35 talas on the Carnatic music system, Ravikiran is the founder of the International Foundation for Carnatic Music (IFCM) and has written several books on the subject, including Appreciating Carnatic Music and Perfecting Carnatic Music. Many of his articles can be read at www.rec.music.Indian.classical. In addition to recording as a soloist, Ravikiran has collaborated with Martin Simpson (USA), Alizedeh (Iran), Prof. Brian Brown (Australia), and Ustad Sultan Kahn and Girija Devi (India). Together with American blues singer/guitarist Taj Mahal and North Indian musician Vishwa Mohan Bhatt, Ravikiran recorded the groundbreaking world fusion album, Mumtaz Mahal. His innovative playing has garnered acclaim from such Indian musicians as Ravi Shankar, who claimed, ""If you don't believe in God, just look at Ravikiran."" The New York Times praised him for his ""infinite capacity for micro-tonal shadings reminiscent of the human voice,"" while Folk Roots observed that ""necks crane, eyes peer, and minds tick when Ravikiran creates music before you","February 12, 1967",,,"Indian Subcontinent Traditions,Indian",http://image.allmusic.com/00/amg/pic200/drp300/p340/p34030ejerg.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fnfpxqqgldhe~T1
Cheikha Remitti,"The unrivaled queen of Algerian rai music, Cheikha Rimitti was one of the most beloved and controversial singers of the Islamic world, challenging deeply ingrained notions of sex, politics, and femininity with such candor and ferocity that she was ultimately forced into exile. Born May 8, 1923, in the western Algerian countryside of Tessaa, she was orphaned as an infant and given the name Saadia, spending her adolescence working as a domestic. At age 15, she joined a troupe of traveling musicians known as the Hamadachis and became an accomplished dancer. In time Saadia became a singer (or ""cheikha"") as well, and though illiterate, she possessed a remarkable gift for wordplay, updating traditional Algerian folk songs with contemporary dialogue and slang. Sometime during World War II, she began billing herself as Cheikha Rimitti, adapting the surname from a conversation with a French bartender during which she proved unable to pronounce the word ""remetezz."" As Rimitti's fame grew, so did her notoriety. Her songs captured in vivid detail the struggles faced by Algerian women, with a recurring theme of escape by any means necessary, whether emigration, drinking, or sex. In 1952 Rimitti signed to the Pathe Marconi label to cut her debut single, ""Er-RaÔ Er-RaÔ,"" and quickly emerged as a superstar. With the 1954 release of ""Charrak Gatt‡,"" she became a lightning rod for controversy throughout North Africa for openly advocating sexual liberation and encouraging young women to lose their virginity. When Algeria's first independent government ascended to power in 1962, Rimitti's songs were denounced as ""folklore perverted by colonialism,"" and she was banned from appearing on television and radio. The censorship forced her to relocate to France, where she continued writing and recording to the delight of the fast-growing Algerian immigrant culture. During a brief Algerian tour in 1971, Rimitti was critically injured in an automobile crash that killed three of her backing musicians. The experience resulted in a 1975 pilgrimage to Mecca, after which she abandoned cigarettes and alcohol but continued her musical career. By the 1980s rai was the music of choice for a new generation of disenfranchised Algerians, and Rimitti was hailed as ""La Mamie du Rai"" -- that is, the mother of modern Algerian pop. As artists including Cheb Khaled and Rachid Taha covered her classic compositions, Rimitti's international profile grew exponentially, and she toured as far as Japan and Canada, in 1994 teaming with producer Robert Fripp for the LP Sidi Mansour, widely cited as a watershed in rai's creative evolution. In the summer of 2001, she made her U.S. debut at New York City's Central Park Summerstage, and in 2005 made her first trip back to Algeria in more than a quarter century to record the acclaimed N'ta Goudami. Just two days after performing a sold-out Paris date, Rimitti died of a sudden heart attack on May 15, 2006; she'd celebrated her 83rd birthday a week earlier.","May 8, 1923","May 15, 2006","Tessala, Algeria","Rai, North African, African Traditions, Worldbeat",http://image.allmusic.com/00/amg/pic200/drp200/p276/p27640ymzht.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:wpfoxqu5ld0e~T1
Roaring Lion,"One of the major figures of early calypso music, Roaring Lion recorded copiously between the 1930s and '50s, and was instrumental in spreading the international popularity of calypso. His vintage sides are what many listeners think of as calypso at its best -- infectious rhumba rhythms, lighthearted (sometimes nonsensical) lyrics, and a combination of Trinidadian musical elements with Anglo pop sensibilities.",1910,1999,"Kingston, Jamaica","Soca, Calypso, Caribbean Traditions, Dancehall",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0xfwxql5ldje~T1
Salamat & Nazakat Ali Khan,"In 1958 when Satyajit Ray was marshalling the musicians for his film Jalsaghar, one of the vocalists he picked for the project to sing the khyal portion of the film was a youthful Salamat Ali Khan.",1934,,,,,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0nfixqqgld6e
Abdel Gadir Salim,"In a country where nationalist lyrics have been the norm and governmental repression the standard response, Abdel Gadir Salim has stood out as a charismatic, yet resolutely non-political, musician: vibrant, successful, innovative, and widely admired. Abdel Gadir was born in Dilling, in the far west of this country, but started out by writing and performing distinctly urban songs that sounded as if they belonged in Khartoum. He studied both classical European and Arabic music at the Khartoum Institute of Music and started playing oud at the suggestion of a friend. In the early 1970s, he moved away from his city sound and turned back toward the musical culture of his own Kordofan province, playing regional folk songs and celebrations of Kodorfan. Sudan is often called the bridge between Arabia and Africa, and Abdel Gair has taken it as his mission to fuse Arabic and African sounds of the country, taking musical scales and motifs from the former and wild percussion from the latter. The lyrics to his songs (he rarely writes the words himself) address any number of themes ranging from traditional love ballads to educational polemics, although he is always careful to avoid antagonizing the Islamic government. Abdel Gadir sometimes likes to sing alone, but more often than not he keeps the company of his seven-piece backing band, the All-Stars, who count the virtuoso saxophonist Hamid Osman Abdalla among their ranks. A successful musician who has appeared on radio and television, recorded in England, and toured widely, Abdel Gadir still manages to divide his time creatively between music and heading a Sudanese school in Chad. He is perfectly showcased on The Merdoum Kings Play Songs of Love.",,,,"Traditional Middle Eastern Folk, Middle Eastern Pop, Middle Eastern Traditions,  Desert Blues, East African, Sudanese, African Traditions",http://image.allmusic.com/00/amg/pic200/drp400/p403/p40309oceld.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hzfrxqe5ldae~T1
Oumou Sangare,"In 1990, Wassoulou singer Sangare became a superstar in West Africa with Moussolou, which sold an astonishing 250,000 copies (many more were likely pirated). She received much of her attention for writing and singing lyrics that specifically addressed concerns of women in modern West African society, such as the conflict between marriage and personal freedom; not a shocking subject in the Western world, perhaps, but a pioneering one for the popular music of the region. Western listeners who can't understand the lyrics will be drawn in by her mellifluous vocals and smooth, circular compositions, which use full arrangements without sounding over-produced. Both traditional instruments and electric guitars/basses are prominently used (without getting in each other's way) on her 1993 release Ko Sira, her most widely available recording in the U.S.",1968,,"Bamako, Mali","Afro-Pop, African Folk, Malian Music, Bombara, West African, African Traditions, Desert Blues",http://image.allmusic.com/00/amg/pic200/drp200/p226/p22611z6234.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0pfrxqu5ldae
Lakshmi Shankar,"Sister-in-law to Ravi Shankar, mother-in-law to L. Subramaniam, Lakshmi Shankar is a remarkable singer. As a young girl she fell under the spell of dance and, encouraged by her forward-thinking mother, she studied Bharat Natyam dancing. She married the scriptwriter Rajendra Shankar, an elder brother of Ravi Shankar, and joined Uday Shankar's artistic circle during the early '40s. Ill-health forced her to give up dancing but, for us, this had the joyful effect of catalyzing her singing career. Around 1946-47 she worked on the historic adaptation of Pandit Nehru's Discovery of India, a work that prompted Nehru to say, ""The ballet's better than my book."" In the 1960s she recorded an album called The Voice of Lakshmi Shankar for World Pacific. Since then she has recorded widely in varying capacities and styles including Tamil folk songs, Hindu devotional songs of all sorts, film work (including the soundtrack to Gandhi) and for television documentaries. Her work appears on many labels including EMI India and RCA.",,,,"Raga, Indian Classica, Indian Subcontinent Traditions",http://image.allmusic.com/00/amg/pic200/drp300/p356/p35643sgqbb.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:a9fexquhld6e
